,NAME,YEAR,TIME,GENRE,RATING,VOTES,GROSS_COLLECTION
824,Terminator Salvation,(2009),115 min,"
Action, Adventure, Sci-Fi            ","

6.5
","361,127",$125.32M
825,Get Smart,(2008),110 min,"
Action, Adventure, Comedy            ","

6.5
","218,072",$130.32M
826,The Spiderwick Chronicles,(2008),96 min,"
Action, Adventure, Drama            ","

6.5
","96,030",$71.20M
827,War of the Worlds,(2005),116 min,"
Action, Adventure, Sci-Fi            ","

6.5
","446,877",$234.28M
828,A Walk Among the Tombstones,(2014),114 min,"
Action, Crime, Drama            ","

6.5
","121,682",$26.31M
829,Spartan,(2004),106 min,"
Action, Crime, Drama            ","

6.5
","32,052",$4.43M
830,Mr. & Mrs. Smith,(2005),120 min,"
Action, Comedy, Crime            ","

6.5
","491,882",$186.34M
831,Ladder 49,(2004),115 min,"
Action, Drama, Thriller            ","

6.5
","57,956",$74.54M
832,Hostage,(2005),113 min,"
Action, Crime, Drama            ","

6.5
","110,756",$34.64M
833,Cellular,(2004),94 min,"
Action, Crime, Thriller            ","

6.5
","101,123",$32.00M
834,Heist,(2001),109 min,"
Action, Crime, Drama            ","

6.5
","37,205",$0.05M
835,Swordfish,(2001),99 min,"
Action, Crime, Thriller            ","

6.5
","187,491",$69.77M
836,The Four Feathers,(2002),132 min,"
Action, Adventure, Drama            ","

6.5
","34,348",$18.31M
837,Gone in Sixty Seconds,(2000),118 min,"
Action, Crime, Thriller            ","

6.5
","278,094",$101.65M
838,Space Cowboys,(2000),130 min,"
Action, Adventure, Thriller            ","

6.5
","81,609",$90.46M
839,Taxi 2,(2000),88 min,"
Action, Comedy, Crime            ","

6.5
","55,803",$0.73M
840,Star Wars: Episode I - The Phantom Menace,(1999),136 min,"
Action, Adventure, Fantasy            ","

6.5
","797,676",$474.54M
841,U.S. Marshals,(1998),131 min,"
Action, Crime, Thriller            ","

6.5
","106,080",$57.17M
842,The Man in the Iron Mask,(I) (1998),132 min,"
Action, Adventure, Drama            ","

6.5
","167,489",$56.97M
843,Tomorrow Never Dies,(1997),119 min,"
Action, Adventure, Thriller            ","

6.5
","194,489",$125.33M
844,The Lost World: Jurassic Park,(1997),129 min,"
Action, Adventure, Sci-Fi            ","

6.5
","416,084",$229.09M
845,Air Force One,(1997),124 min,"
Action, Drama, Thriller            ","

6.5
","195,788",$172.96M
846,Executive Decision,(1996),133 min,"
Action, Adventure, Thriller            ","

6.5
","57,535",$56.57M
847,The Quick and the Dead,(1995),108 min,"
Action, Romance, Thriller            ","

6.5
","94,493",$18.64M
848,Cliffhanger,(1993),113 min,"
Action, Adventure, Thriller            ","

6.5
","129,934",$84.05M
849,Under Siege,(1992),103 min,"
Action, Thriller            ","

6.5
","87,322",$83.36M
850,The Rocketeer,(1991),108 min,"
Action, Adventure, Family            ","

6.5
","58,002",$46.70M
851,Young Guns II,(1990),104 min,"
Action, Western            ","

6.5
","36,312",$44.14M
852,Beverly Hills Cop II,(1987),100 min,"
Action, Comedy, Crime            ","

6.5
","119,700",$153.67M
853,Rambo: First Blood Part II,(1985),96 min,"
Action, Adventure, Thriller            ","

6.5
","168,579",$150.42M
854,Octopussy,(1983),131 min,"
Action, Adventure, Thriller            ","

6.5
","105,969",$67.90M
855,Flash Gordon,(1980),111 min,"
Action, Adventure, Sci-Fi            ","

6.5
","56,704",$na
856,Diamonds Are Forever,(1971),120 min,"
Action, Adventure, Thriller            ","

6.5
","106,482",$43.82M
857,Batman: The Movie,(1966),105 min,"
Action, Adventure, Comedy            ","

6.5
","33,301",$na
858,Greenland,(2020),119 min,"
Action, Thriller            ","

6.4
","115,134",$na
859,Peppermint,(2018),101 min,"
Action, Thriller            ","

6.4
","65,073",$35.42M
860,Revenge,(II) (2017),108 min,"
Action, Horror, Thriller            ","

6.4
","43,425",$0.10M
861,Angel Has Fallen,(2019),121 min,"
Action, Thriller            ","

6.4
","96,937",$69.03M
862,The Angry Birds Movie 2,(2019),97 min,"
Animation, Action, Adventure            ","

6.4
","29,451",$41.66M
863,Escape Room,(I) (2019),99 min,"
Action, Adventure, Horror            ","

6.4
","121,169",$57.01M
864,Batman: The Killing Joke,(2016),76 min,"
Animation, Action, Crime            ","

6.4
","56,885",$3.78M
865,Shaft,(2019),111 min,"
Action, Comedy, Crime            ","

6.4
","53,387",$21.36M
866,Now You See Me 2,(2016),129 min,"
Action, Adventure, Comedy            ","

6.4
","286,555",$65.08M
867,Batman v Superman: Dawn of Justice,(2016),152 min,"
Action, Adventure, Sci-Fi            ","

6.4
","693,571",$330.36M
868,The Purge: Anarchy,(2014),103 min,"
Action, Horror, Sci-Fi            ","

6.4
","151,875",$71.96M
869,Lucy,(I) (2014),89 min,"
Action, Sci-Fi, Thriller            ","

6.4
","491,866",$126.66M
870,Son of a Gun,(2014),108 min,"
Action, Crime, Drama            ","

6.4
","28,208",$0.00M
871,Need for Speed,(2014),132 min,"
Action, Thriller            ","

6.4
","171,010",$43.58M
872,Live by Night,(2016),129 min,"
Action, Thriller            ","

6.4
","57,314",$10.38M
873,The Rover,(2014),103 min,"
Action, Crime, Drama            ","

6.4
","48,435",$1.11M
874,Redirected,(2014),99 min,"
Action, Comedy, Crime            ","

6.4
","34,100",$na
875,Valerian and the City of a Thousand Planets,(2017),136 min,"
Action, Adventure, Fantasy            ","

6.4
","180,740",$41.19M
876,Dead Man Down,(2013),118 min,"
Action, Crime, Drama            ","

6.4
","68,185",$10.88M
877,Pain & Gain,(2013),129 min,"
Action, Comedy, Crime            ","

6.4
","216,897",$49.88M
878,Tomorrowland,(2015),130 min,"
Action, Adventure, Family            ","

6.4
","182,457",$93.44M
879,Let's Be Cops,(2014),104 min,"
Action, Comedy, Crime            ","

6.4
","134,313",$82.39M
880,How I Live Now,(2013),101 min,"
Action, Adventure, Drama            ","

6.4
","30,556",$0.06M
881,Kill List,(2011),95 min,"
Action, Crime, Horror            ","

6.4
","41,099",$0.03M
882,Colombiana,(2011),108 min,"
Action, Drama, Thriller            ","

6.4
","101,559",$36.67M
883,Here Comes the Boom,(2012),105 min,"
Action, Comedy, Sport            ","

6.4
","91,667",$45.29M
884,Savages,(2012),131 min,"
Action, Crime, Drama            ","

6.4
","130,296",$47.38M
885,Act of Valor,(2012),110 min,"
Action, Adventure, Thriller            ","

6.4
","69,362",$70.01M
886,Contraband,(2012),109 min,"
Action, Crime, Drama            ","

6.4
","122,756",$66.53M
887,Triple Frontier,(2019),125 min,"
Action, Thriller            ","

6.4
","127,703",$na
888,Killer Elite,(2011),116 min,"
Action, Crime, Thriller            ","

6.4
","129,808",$25.12M
889,Faster,(2010),98 min,"
Action, Crime, Drama            ","

6.4
","107,452",$23.24M
890,Predators,(2010),107 min,"
Action, Adventure, Sci-Fi            ","

6.4
","230,814",$52.00M
891,Riddick,(2013),119 min,"
Action, Adventure, Sci-Fi            ","

6.4
","166,264",$42.03M
892,The Expendables,(2010),103 min,"
Action, Adventure, Thriller            ","

6.4
","344,589",$103.07M
893,Army of Thieves,(2021),127 min,"
Action, Comedy, Crime            ","

6.4
","75,523",$na
894,The Lone Ranger,(2013),150 min,"
Action, Adventure, Western            ","

6.4
","234,579",$89.30M
895,Black Death,(2010),102 min,"
Action, Drama, Horror            ","

6.4
","48,247",$0.02M
896,From Paris with Love,(2010),92 min,"
Action, Crime, Thriller            ","

6.4
","117,438",$23.98M
897,Baiohazâdo: Dijenerêshon,(2008),97 min,"
Animation, Action, Horror            ","

6.4
","31,505",$na
898,The Taking of Pelham 123,(2009),106 min,"
Action, Crime, Thriller            ","

6.4
","197,414",$65.45M
899,Salt,(2010),100 min,"
Action, Thriller            ","

6.4
","313,938",$118.31M
900,Monsters vs. Aliens,(2009),94 min,"
Animation, Action, Adventure            ","

6.4
","161,888",$198.35M
901,Snitch,(I) (2013),112 min,"
Action, Drama, Thriller            ","

6.4
","88,498",$42.93M
902,Godzilla,(2014),123 min,"
Action, Adventure, Sci-Fi            ","

6.4
","412,299",$200.68M
903,Death Race,(2008),105 min,"
Action, Sci-Fi, Thriller            ","

6.4
","209,093",$36.32M
904,Hancock,(2008),92 min,"
Action, Drama, Fantasy            ","

6.4
","479,217",$227.95M
905,Daybreakers,(2009),98 min,"
Action, Horror, Sci-Fi            ","

6.4
","129,113",$30.10M
906,Dnevnoy dozor,(2006),132 min,"
Action, Fantasy, Horror            ","

6.4
","34,492",$0.45M
907,Nochnoy dozor,(2004),114 min,"
Action, Fantasy, Horror            ","

6.4
","54,056",$1.49M
908,Chaos,(II) (2005),106 min,"
Action, Crime, Drama            ","

6.4
","55,113",$na
909,The Punisher,(2004),124 min,"
Action, Crime, Drama            ","

6.4
","160,549",$33.68M
910,The Day After Tomorrow,(2004),124 min,"
Action, Adventure, Sci-Fi            ","

6.4
","446,006",$186.74M
911,Blood Work,(2002),110 min,"
Action, Crime, Drama            ","

6.4
","45,286",$26.20M
912,Ned Kelly,(2003),110 min,"
Action, Adventure, Biography            ","

6.4
","27,124",$0.07M
913,Basic,(2003),98 min,"
Action, Crime, Drama            ","

6.4
","63,215",$26.54M
914,Star Trek: Nemesis,(2002),116 min,"
Action, Adventure, Sci-Fi            ","

6.4
","79,374",$43.25M
915,Rat Race,(2001),112 min,"
Action, Adventure, Comedy            ","

6.4
","115,832",$56.62M
916,The Mummy Returns,(2001),130 min,"
Action, Adventure, Fantasy            ","

6.4
","323,354",$202.02M
917,The Perfect Storm,(2000),130 min,"
Action, Adventure, Drama            ","

6.4
","167,816",$182.62M
918,Final Fantasy: The Spirits Within,(2001),106 min,"
Animation, Action, Adventure            ","

6.4
","82,231",$32.13M
919,The Sum of All Fears,(2002),124 min,"
Action, Drama, Thriller            ","

6.4
","115,890",$118.91M
920,Behind Enemy Lines,(2001),106 min,"
Action, Drama, Thriller            ","

6.4
","105,934",$59.07M
921,The World Is Not Enough,(1999),128 min,"
Action, Adventure, Thriller            ","

6.4
","200,703",$126.94M
922,The Siege,(1998),116 min,"
Action, Thriller            ","

6.4
","73,469",$40.98M
923,Star Trek: Insurrection,(1998),103 min,"
Action, Adventure, Sci-Fi            ","

6.4
","75,351",$70.12M
924,The Jackal,(1997),124 min,"
Action, Crime, Drama            ","

6.4
","117,137",$54.93M
925,Twister,(I) (1996),113 min,"
Action, Adventure, Thriller            ","

6.4
","195,859",$241.72M
926,Last Man Standing,(1996),101 min,"
Action, Crime, Drama            ","

6.4
","58,369",$17.60M
927,DragonHeart,(1996),103 min,"
Action, Adventure, Fantasy            ","

6.4
","97,531",$51.37M
928,The Prophecy,(1995),98 min,"
Action, Crime, Drama            ","

6.4
","31,392",$16.12M
929,Just Cause,(1995),102 min,"
Action, Crime, Drama            ","

6.4
","27,293",$36.85M
930,Last Action Hero,(1993),130 min,"
Action, Adventure, Comedy            ","

6.4
","151,691",$50.02M
931,Alien³,(1992),114 min,"
Action, Horror, Sci-Fi            ","

6.4
","299,036",$55.47M
932,Darkman,(1990),96 min,"
Action, Sci-Fi, Thriller            ","

6.4
","64,859",$33.88M
933,Tango & Cash,(1989),104 min,"
Action, Comedy, Crime            ","

6.4
","105,711",$63.41M
934,Lock Up,(1989),109 min,"
Action, Crime, Drama            ","

6.4
","43,300",$22.10M
935,Kickboxer,(1989),97 min,"
Action, Sport, Thriller            ","

6.4
","55,940",$14.70M
936,The Omega Man,(1971),98 min,"
Action, Drama, Sci-Fi            ","

6.4
","31,700",$8.72M
937,Eternals,(2021),156 min,"
Action, Adventure, Fantasy            ","

6.3
","330,433",$164.87M
938,My Spy,(2020),99 min,"
Action, Comedy            ","

6.3
","30,688",$na
939,Red Notice,(2021),118 min,"
Action, Comedy, Thriller            ","

6.3
","269,116",$na
940,Guns Akimbo,(2019),98 min,"
Action, Comedy, Crime            ","

6.3
","60,801",$na
941,The King's Man,(2021),131 min,"
Action, Adventure, Thriller            ","

6.3
","140,076",$na
942,7500,(2019),93 min,"
Action, Drama, Thriller            ","

6.3
","28,965",$na
943,ARQ,(2016),88 min,"
Action, Sci-Fi, Thriller            ","

6.3
","39,371",$na
944,Bright,(I) (2017),117 min,"
Action, Fantasy, Thriller            ","

6.3
","188,326",$na
945,Ocean's Eight,(2018),110 min,"
Action, Comedy, Crime            ","

6.3
","217,124",$140.22M
946,Godzilla vs. Kong,(2021),113 min,"
Action, Sci-Fi, Thriller            ","

6.3
","204,666",$100.92M
947,Free Fire,(2016),91 min,"
Action, Comedy, Crime            ","

6.3
","47,016",$1.80M
948,Polar,(I) (2019),118 min,"
Action, Thriller            ","

6.3
","89,362",$na
949,The Shallows,(2016),86 min,"
Action, Drama, Horror            ","

6.3
","132,814",$55.12M
950,Maze Runner: The Scorch Trials,(2015),131 min,"
Action, Adventure, Sci-Fi            ","

6.3
","248,651",$81.70M
951,Risen,(2016),107 min,"
Action, Drama, History            ","

6.3
","28,487",$36.87M
952,Criminal,(2016),113 min,"
Action, Sci-Fi, Thriller            ","

6.3
","66,418",$14.27M
953,Bastille Day,(2016),92 min,"
Action, Crime, Drama            ","

6.3
","44,066",$0.04M
954,White House Down,(2013),131 min,"
Action, Drama, Thriller            ","

6.3
","221,563",$73.10M
955,Spectral,(2016),107 min,"
Action, Adventure, Sci-Fi            ","

6.3
","59,500",$na
956,Mr. Right,(I) (2015),95 min,"
Action, Comedy, Romance            ","

6.3
","56,346",$0.03M
957,Unlocked,(I) (2017),98 min,"
Action, Thriller            ","

6.3
","35,396",$na
958,Scouts Guide to the Zombie Apocalypse,(2015),93 min,"
Action, Comedy, Horror            ","

6.3
","51,137",$3.64M
959,Triple 9,(2016),115 min,"
Action, Crime, Thriller            ","

6.3
","72,313",$12.63M
960,Johnny English Reborn,(2011),101 min,"
Action, Adventure, Comedy            ","

6.3
","130,956",$8.31M
961,This Means War,(2012),103 min,"
Action, Comedy, Romance            ","

6.3
","186,694",$54.76M
962,The Commuter,(I) (2018),104 min,"
Action, Mystery, Thriller            ","

6.3
","115,240",$36.34M
963,The Last Stand,(2013),107 min,"
Action, Thriller, Western            ","

6.3
","139,194",$12.05M
964,Underworld: Awakening,(2012),88 min,"
Action, Fantasy, Horror            ","

6.3
","154,431",$62.32M
965,Central Intelligence,(2016),107 min,"
Action, Comedy, Crime            ","

6.3
","189,076",$127.44M
966,Uncharted,(2022),116 min,"
Action, Adventure            ","

6.3
","180,028",$na
967,The American,(2010),105 min,"
Action, Crime, Drama            ","

6.3
","97,112",$35.61M
968,Tomb Raider,(2018),119 min,"
Action, Adventure, Fantasy            ","

6.3
","213,526",$58.25M
969,Jack the Giant Slayer,(2013),114 min,"
Action, Adventure, Fantasy            ","

6.3
","138,947",$65.19M
970,Terminator Genisys,(2015),126 min,"
Action, Adventure, Sci-Fi            ","

6.3
","277,145",$89.76M
971,Ghost in the Shell,(2017),107 min,"
Action, Crime, Drama            ","

6.3
","214,187",$40.56M
972,The Necessary Death of Charlie Countryman,(2013),103 min,"
Action, Comedy, Drama            ","

6.3
","28,643",$0.01M
973,Ninja Assassin,(2009),99 min,"
Action, Thriller            ","

6.3
","72,369",$38.11M
974,Death Wish,(2018),107 min,"
Action, Crime, Drama            ","

6.3
","72,272",$34.02M
975,#Saraitda,(2020),98 min,"
Action, Drama, Horror            ","

6.3
","39,035",$na
976,Repo Men,(2010),111 min,"
Action, Sci-Fi, Thriller            ","

6.3
","106,815",$13.79M
977,Centurion,(2010),97 min,"
Action, Drama, History            ","

6.3
","82,950",$0.12M
978,Knight and Day,(2010),109 min,"
Action, Adventure, Comedy            ","

6.3
","196,099",$76.42M
979,Surrogates,(2009),89 min,"
Action, Sci-Fi, Thriller            ","

6.3
","175,204",$38.58M
980,The Collector,(I) (2009),90 min,"
Action, Horror, Thriller            ","

6.3
","65,561",$7.71M
981,The Losers,(I) (2010),97 min,"
Action, Adventure, Comedy            ","

6.3
","101,523",$23.58M
982,Beowulf,(2007),115 min,"
Animation, Action, Adventure            ","

6.3
","168,194",$82.16M
983,Sky High,(2005),100 min,"
Action, Comedy, Family            ","

6.3
","87,439",$63.95M
984,Assault on Precinct 13,(2005),109 min,"
Action, Crime, Drama            ","

6.3
","78,777",$19.98M
985,Transporter 2,(2005),87 min,"
Action, Crime, Thriller            ","

6.3
","203,116",$43.10M
986,Revolver,(2005),111 min,"
Action, Crime, Drama            ","

6.3
","96,180",$0.08M
987,King Arthur,(2004),126 min,"
Action, Adventure, Drama            ","

6.3
","168,098",$51.88M
988,Paycheck,(2003),119 min,"
Action, Mystery, Sci-Fi            ","

6.3
","108,921",$53.79M
989,Once Upon a Time in Mexico,(2003),102 min,"
Action, Crime, Thriller            ","

6.3
","162,331",$56.36M
990,Proof of Life,(2000),135 min,"
Action, Drama, Thriller            ","

6.3
","57,329",$32.60M
991,The 51st State,(2001),93 min,"
Action, Comedy, Crime            ","

6.3
","49,505",$5.20M
992,Miss Congeniality,(2000),109 min,"
Action, Comedy, Crime            ","

6.3
","209,365",$106.81M
993,Terminator 3: Rise of the Machines,(2003),109 min,"
Action, Sci-Fi            ","

6.3
","398,395",$150.37M
994,Osmosis Jones,(2001),95 min,"
Animation, Action, Adventure            ","

6.3
","36,236",$13.60M
995,Blue Streak,(1999),93 min,"
Action, Comedy, Crime            ","

6.3
","83,242",$68.52M
996,Entrapment,(1999),113 min,"
Action, Crime, Romance            ","

6.3
","116,151",$87.70M
997,Nick of Time,(1995),90 min,"
Action, Crime, Drama            ","

6.3
","42,874",$8.17M
998,Assassins,(1995),133 min,"
Action, Crime, Thriller            ","

6.3
","83,422",$30.31M
999,The Three Musketeers,(1993),105 min,"
Action, Adventure, Comedy            ","

6.3
","55,262",$53.90M
